"PointID"	"x"	"y"	"Conservative_1"	"Conservative_2"	"Conservative_3"	"Conservative_4"	"Pressure"	"Temperature"	"Pressure_Coefficient"	"Mach"
65	2.545700073240000e-01	-5.951657836311273e-02	1.019700861677555e+00	3.486093320927160e+02	-7.858997527760091e+00	2.431472192517457e+05	7.341067204571933e+04	2.500863601955096e+02	-6.149397261790355e-01	1.077132995053640e+00	
66	2.409400045870000e-01	-5.915585896897953e-02	1.024233041497171e+00	3.487972889000969e+02	-1.064352438863864e+01	2.441026762390554e+05	7.386272544682975e+04	2.505129255628298e+02	-6.049811989613127e-01	1.072257598343789e+00	
67	2.275699973110000e-01	-5.869456802648413e-02	1.028969657140792e+00	3.489004529316877e+02	-1.344550626032628e+01	2.450945337858945e+05	7.434181687373920e+04	2.509771566345729e+02	-5.944270365483415e-01	1.066944646704483e+00	
68	2.144699990750000e-01	-5.813197420944613e-02	1.034431160438746e+00	3.489162640596049e+02	-1.648726918762719e+01	2.462303307845750e+05	7.490150704325599e+04	2.515316001863298e+02	-5.820973211365480e-01	1.060584882383235e+00	
69	2.016600072380000e-01	-5.746811193675738e-02	1.040895312345874e+00	3.490140490967303e+02	-1.968908406737344e+01	2.475843601732677e+05	7.555425193423204e+04	2.521479545487849e+02	-5.677176532764079e-01	1.053503247660825e+00	
70	1.891400069000000e-01	-5.670228146432130e-02	1.047844845259741e+00	3.489312267870108e+02	-2.301781208417640e+01	2.490256967359150e+05	7.627040709917399e+04	2.528498354859395e+02	-5.519410864268534e-01	1.045423319372743e+00	
71	1.769299954180000e-01	-5.583513598033686e-02	1.055290721609447e+00	3.489464662774035e+02	-2.655334467865269e+01	2.505842942599239e+05	7.702329541307123e+04	2.535441346596135e+02	-5.353553053057868e-01	1.037412454313046e+00	
72	1.650400012730000e-01	-5.486709202536137e-02	1.063301178924394e+00	3.487027019763219e+02	-3.023785698961713e+01	2.522410292445600e+05	7.785347620802461e+04	2.543462305305833e+02	-5.170668065977446e-01	1.028136747459312e+00	
73	1.534900069240000e-01	-5.379977779145956e-02	1.071954943633206e+00	3.484848261785277e+02	-3.416810328152312e+01	2.540400805702721e+05	7.874023244067127e+04	2.551665567289830e+02	-4.975319771802352e-01	1.018616675279623e+00	
74	1.422899961470000e-01	-5.263443049277360e-02	1.081462648880228e+00	3.481261021490322e+02	-3.829217756058664e+01	2.560112275237812e+05	7.972075357543411e+04	2.560728074914028e+02	-4.759315503631765e-01	1.008074415112287e+00	
75	1.314399987460000e-01	-5.137133628795417e-02	1.091577138887292e+00	3.474932055363665e+02	-4.267563839328420e+01	2.580928541970434e+05	8.077922576255708e+04	2.570684902288342e+02	-4.526138979380996e-01	9.964508154688271e-01	
76	1.209499984980000e-01	-5.001187382363489e-02	1.102579165010132e+00	3.469888967537851e+02	-4.734538308113664e+01	2.603814376169544e+05	8.190603100504275e+04	2.580534633332336e+02	-4.277908999276824e-01	9.849049507178008e-01	
77	1.108499988910000e-01	-4.856066993422563e-02	1.114087741350258e+00	3.458592964746339e+02	-5.226038809441493e+01	2.627319314582734e+05	8.312864954692779e+04	2.591999550711536e+02	-4.008571792735586e-01	9.714099679497874e-01	
78	1.011300012470000e-01	-4.701715290498424e-02	1.126754893850007e+00	3.449543626153794e+02	-5.753613532209794e+01	2.653584972884059e+05	8.443434403168922e+04	2.603114509448229e+02	-3.720933340451247e-01	9.582567249612463e-01	
79	9.181000292300000e-02	-4.538527151431038e-02	1.139839158935153e+00	3.433058277537550e+02	-6.310067246737110e+01	2.680239422191784e+05	8.583101917092297e+04	2.615798513541675e+02	-3.413252271041959e-01	9.431658139750700e-01	
80	8.290000259900000e-02	-4.366791468532204e-02	1.154381808136238e+00	3.416949717514540e+02	-6.915732818566025e+01	2.710188339519354e+05	8.735068931912890e+04	2.628575493577305e+02	-3.078475970372718e-01	9.278642855382966e-01	
81	7.440000027400000e-02	-4.186607976498817e-02	1.169772699635619e+00	3.394395823864977e+02	-7.546213286292759e+01	2.741575481971265e+05	8.898998363276203e+04	2.642671843973463e+02	-2.717347019676335e-01	9.108619231960644e-01	
82	6.633000075800000e-02	-3.998513962421356e-02	1.186396467399767e+00	3.367401020304446e+02	-8.237552347911813e+01	2.775484957944070e+05	9.075979261490169e+04	2.657463095786292e+02	-2.327466291525306e-01	8.928730841957080e-01	
83	5.869000032500000e-02	-3.802635805630503e-02	1.204471153026855e+00	3.331817507397386e+02	-8.968863400644733e+01	2.812057253805211e+05	9.271359252972825e+04	2.673933478595949e+02	-1.897053212406979e-01	8.726464147854318e-01	
84	5.149000138000000e-02	-3.599337852580232e-02	1.224106604659523e+00	3.290270309956531e+02	-9.751446259068166e+01	2.851832871159469e+05	9.483187670824856e+04	2.691154901751781e+02	-1.430405011224367e-01	8.512606848124761e-01	
85	4.473999887700000e-02	-3.389028465845557e-02	1.245230234068275e+00	3.235570619028050e+02	-1.059875011390209e+02	2.894223538342556e+05	9.715029262310830e+04	2.710179453669615e+02	-9.196687147288830e-02	8.273190204720720e-01	
86	3.844000026600000e-02	-3.171811260404538e-02	1.268675208091140e+00	3.168722493704005e+02	-1.150782579501210e+02	2.941197510357378e+05	9.973141128467901e+04	2.730769878560922e+02	-3.510602189121354e-02	8.009980469713559e-01	
87	3.260000050100000e-02	-2.948109446637338e-02	1.294653888824817e+00	3.084248059739602e+02	-1.248010040203727e+02	2.992980214562261e+05	1.026179350297490e+05	2.753424567906484e+02	2.848276033954193e-02	7.714780530105342e-01	
88	2.723000012300000e-02	-2.718419978786347e-02	1.323759957989809e+00	2.977022417403849e+02	-1.349987361288323e+02	3.050681685501887e+05	1.058836633098724e+05	2.778582591877849e+02	1.004252429829840e-01	7.379157067718032e-01	
89	2.232000045500000e-02	-2.482329437156798e-02	1.356265149754801e+00	2.841069867954213e+02	-1.453947298463283e+02	3.114735300418261e+05	1.095692800858207e+05	2.806388538474652e+02	1.816176748665171e-01	6.997025455888133e-01	
90	1.789999939500000e-02	-2.241364555514381e-02	1.393191381249966e+00	2.668905237404055e+02	-1.557400011722413e+02	3.187241357753790e+05	1.137822052241705e+05	2.837051109705585e+02	2.744264659372795e-01	6.559370038191731e-01	
91	1.394999958600000e-02	-1.994492353858276e-02	1.435287202897014e+00	2.452628975061499e+02	-1.651122588715756e+02	3.269683476290571e+05	1.186063697311490e+05	2.870600742695561e+02	3.807005774194809e-01	6.056307285613135e-01	
92	1.049000024800000e-02	-1.742916196961543e-02	1.483059076237931e+00	2.181845800309691e+02	-1.726868767523673e+02	3.363189271968190e+05	1.240862783359946e+05	2.906490449804265e+02	5.014204279016123e-01	5.481964725966683e-01	
93	7.519999985000000e-03	-1.486756313872443e-02	1.535507053376949e+00	1.856182971313844e+02	-1.768241094261617e+02	3.466053857242104e+05	1.300819959029449e+05	2.942855706233344e+02	6.335033111043152e-01	4.847895934031501e-01	
94	5.040000193000000e-03	-1.226032473458219e-02	1.596608593879560e+00	1.465371317658574e+02	-1.736929208122633e+02	3.586607476687426e+05	1.369952919577489e+05	2.980648555141260e+02	7.858000237423082e-01	4.106643256825850e-01	
95	3.049999941000000e-03	-9.605565346412577e-03	1.658176316810544e+00	1.034097857546304e+02	-1.553915235780993e+02	3.706940340303304e+05	1.440753934939778e+05	3.018302049528574e+02	9.417713839390972e-01	3.227494240564340e-01	
96	1.560000004000000e-03	-6.917517506923035e-03	1.707897411970776e+00	5.878198639441985e+01	-1.219490806232583e+02	3.802509562777836e+05	1.499542465592843e+05	3.050005207421776e+02	1.071279796255073e+00	2.260842011422768e-01	
97	5.600000150000000e-04	-4.173159738460802e-03	1.744108323160501e+00	1.950792449159394e+01	-6.904595470261594e+01	3.871693427857857e+05	1.542774179339738e+05	3.072787300479281e+02	1.166517260890826e+00	1.168996607053017e-01	
98	5.999999800000000e-05	-1.375329724321098e-03	1.750646504019203e+00	2.489838939306663e+00	2.256014480017757e+00	3.881989544065449e+05	1.552782920791493e+05	3.081171534161405e+02	1.188566055107974e+00	5.446370453689702e-03	
99	0.000000000000000e+00	0.000000000000000e+00	1.738332418914276e+00	4.787900651461426e+00	4.887561226390020e+01	3.856654891695383e+05	1.539887171555839e+05	3.077227915883945e+02	1.160157316352611e+00	8.022158020488503e-02	
100	5.999999800000000e-05	1.375329724321098e-03	1.726015500584347e+00	1.588608896730602e+01	9.428592689632629e+01	3.834923226999514e+05	1.523375870485467e+05	3.065956388029193e+02	1.123783684231845e+00	1.575925018613923e-01	
101	5.600000150000000e-04	4.173159738460802e-03	1.694828183866379e+00	4.430707563671928e+01	1.629452688652814e+02	3.782232306259549e+05	1.479244346360829e+05	3.031920663366200e+02	1.026563978976836e+00	2.850259297839907e-01	
102	1.560000004000000e-03	6.917517506923035e-03	1.615797773297616e+00	9.612043430522570e+01	2.041852652533215e+02	3.627979206409424e+05	1.388150674240491e+05	2.984373639405659e+02	8.258888350791549e-01	4.027302536429586e-01	
103	3.049999941000000e-03	9.605565346412577e-03	1.529723224589404e+00	1.451841219212304e+02	2.248968149130454e+02	3.459001756705154e+05	1.289914465244822e+05	2.929217667585850e+02	6.094790129992371e-01	5.093055708308015e-01	
104	5.040000193000000e-03	1.226032473458219e-02	1.443498037576337e+00	1.898451714640837e+02	2.253861105836322e+02	3.286824893047587e+05	1.194411001859662e+05	2.874360191551452e+02	3.990893030287574e-01	5.998064244144011e-01	
105	7.519999985000000e-03	1.486756313872443e-02	1.374887334425680e+00	2.268065553334599e+02	2.157361895610545e+02	3.150550827640974e+05	1.117687463707687e+05	2.823949075391591e+02	2.300708992185846e-01	6.748671757799676e-01	
106	1.049000024800000e-02	1.742916196961543e-02	1.312376639855888e+00	2.555785402056737e+02	2.025649005713190e+02	3.025896757832930e+05	1.048281863410072e+05	2.774745609181995e+02	7.717357382994951e-02	7.430917305142333e-01	
107	1.394999958600000e-02	1.994492353858276e-02	1.260435826016298e+00	2.778955917800579e+02	1.874357356374572e+02	2.922297215971004e+05	9.906343397171765e+04	2.730211123894965e+02	-4.982125295817805e-02	8.017170977517564e-01	
108	1.789999939500000e-02	2.241364555514381e-02	1.216491926165577e+00	2.946010419856053e+02	1.719634759059343e+02	2.834155352596866e+05	9.423559622111898e+04	2.690973022956922e+02	-1.561762842973684e-01	8.514869407485438e-01	
109	2.232000045500000e-02	2.482329437156798e-02	1.179225620156596e+00	3.071521822507830e+02	1.571387399456453e+02	2.759076513906692e+05	9.017438001567422e+04	2.656377854868007e+02	-2.456429977865993e-01	8.941973320784723e-01	
110	2.723000012300000e-02	2.718419978786347e-02	1.147358414836540e+00	3.163687209863658e+02	1.433659890527067e+02	2.694420141153027e+05	8.674711294058624e+04	2.626391818569796e+02	-3.211441053235203e-01	9.304861919364501e-01	
111	3.260000050100000e-02	2.948109446637338e-02	1.118957923758832e+00	3.225829806573655e+02	1.307194295759488e+02	2.635900198620334e+05	8.378240576619159e+04	2.601013838908718e+02	-3.864552323192787e-01	9.607483511109169e-01	
112	3.844000026600000e-02	3.171811260404538e-02	1.093594842655503e+00	3.277432809036891e+02	1.191656863670732e+02	2.583857488848256e+05	8.111276836866277e+04	2.576536877512741e+02	-4.452661086879477e-01	9.895977824828449e-01	
113	4.473999887700000e-02	3.389028465845557e-02	1.071561223954016e+00	3.312235942275447e+02	1.085790172807445e+02	2.538109277582192e+05	7.884746386725662e+04	2.556079347564080e+02	-4.951697184788907e-01	1.013488982009966e+00	
114	5.149000138000000e-02	3.599337852580232e-02	1.051870365789100e+00	3.340763239357461e+02	9.908083668201681e+01	2.497377497021188e+05	7.680784381561189e+04	2.536570549408682e+02	-5.401016042875670e-01	1.036106402658399e+00	
115	5.869000032500000e-02	3.802635805630503e-02	1.033792700934033e+00	3.359238354181566e+02	9.034063346682619e+01	2.459597729293431e+05	7.497375099439609e+04	2.519297003797036e+02	-5.805058203271806e-01	1.056011234852934e+00	
116	6.633000075800000e-02	3.998513962421356e-02	1.017123172351259e+00	3.373873701475960e+02	8.242063283036569e+01	2.424836612349920e+05	7.327492154262016e+04	2.502565226415036e+02	-6.179302469374501e-01	1.075195174299889e+00	
117	7.440000027400000e-02	4.186607976498817e-02	1.001566580066488e+00	3.383290200764040e+02	7.510661128433333e+01	2.392236113752836e+05	7.170551152461200e+04	2.487002980584502e+02	-6.525036233166789e-01	1.092961632232021e+00	
118	8.290000259900000e-02	4.366791468532204e-02	9.875158439290436e-01	3.389570607182803e+02	6.845124699187136e+01	2.362749136822238e+05	7.029213383795522e+04	2.472670497977256e+02	-6.836396796474563e-01	1.109264842499297e+00	
