"PointID"	"x"	"y"	"Conservative_1"	"Conservative_2"	"Conservative_3"	"Conservative_4"	"Pressure"	"Temperature"	"Pressure_Coefficient"	"Mach"
35	7.103199958800001e-01	-3.530689307158652e-02	1.247272860616224e+00	3.433344518430030e+02	3.450178472741758e+01	2.894373836020434e+05	9.668227168184992e+04	2.700323020637807e+02	-1.022771562103486e-01	8.398099737134865e-01	
36	6.958900094030001e-01	-3.674225211597043e-02	1.241857164722000e+00	3.440046407632548e+02	3.384139239554368e+01	2.883486393766081e+05	9.609659335065495e+04	2.695669780996855e+02	-1.151793787966817e-01	8.456717546911154e-01	
37	6.812700033190000e-01	-3.816515293304169e-02	1.236410785293375e+00	3.446546882345374e+02	3.315401712238853e+01	2.872531491194380e+05	9.550866870641561e+04	2.690979268876099e+02	-1.281310866197963e-01	8.515644189622894e-01	
38	6.664699912070000e-01	-3.957289370556494e-02	1.230846509666480e+00	3.452865085882445e+02	3.244341676431866e+01	2.861319453748773e+05	9.490926117040582e+04	2.686179556052568e+02	-1.413357572343717e-01	8.575669756162529e-01	
39	6.514999866490000e-01	-4.096270419333766e-02	1.225166260273103e+00	3.458974803550838e+02	3.170271513892491e+01	2.849848054366581e+05	9.429861501916235e+04	2.681270507545271e+02	-1.547880093413533e-01	8.636737225638348e-01	
40	6.363800168040000e-01	-4.233084266562091e-02	1.219501883101560e+00	3.464864461621841e+02	3.092121830477352e+01	2.838411599646749e+05	9.369082359902783e+04	2.676362442097557e+02	-1.681773730431639e-01	8.697711831282906e-01	
41	6.211299896240000e-01	-4.367359094194759e-02	1.213830796663363e+00	3.470527573058307e+02	3.010889880873113e+01	2.826969193520462e+05	9.308386194758383e+04	2.671447149276327e+02	-1.815484573247366e-01	8.758776989983773e-01	
42	6.057599782940000e-01	-4.498807223669178e-02	1.207881260009517e+00	3.475968385044183e+02	2.928174580185315e+01	2.814917379004597e+05	9.244885665915234e+04	2.666291612219379e+02	-1.955373299506463e-01	8.822353240057192e-01	
43	5.902799963950000e-01	-4.627132533375768e-02	1.201479369661961e+00	3.481012627646548e+02	2.840726535012209e+01	2.801866111226626e+05	9.176943323310559e+04	2.660799049838225e+02	-2.105047135916606e-01	8.889466861067441e-01	
44	5.747100114820000e-01	-4.751950934859488e-02	1.195009487818557e+00	3.485968299929441e+02	2.740924234527739e+01	2.788595825134360e+05	9.108022703513685e+04	2.655113533703671e+02	-2.256876071706837e-01	8.957772210863428e-01	
45	5.590599775310000e-01	-4.872955796694115e-02	1.188625671969322e+00	3.490932664637298e+02	2.646783391053390e+01	2.775725512641270e+05	9.040576495722179e+04	2.649606403178661e+02	-2.405456946084515e-01	9.026128942518522e-01	
46	5.433599948880000e-01	-4.989683951066199e-02	1.183011939188195e+00	3.495130176900589e+02	2.553934619431868e+01	2.764441359975966e+05	8.981512383267422e+04	2.644786933938836e+02	-2.535572452355790e-01	9.086285742307915e-01	
47	5.276100039480000e-01	-5.101897737545535e-02	1.178386769239397e+00	3.497825022986377e+02	2.418984015959687e+01	2.754992663494269e+05	8.933508882845825e+04	2.640976648616086e+02	-2.641321942199286e-01	9.133035872373381e-01	
48	5.118399858470000e-01	-5.209138375948307e-02	1.172855160501181e+00	3.501546923514902e+02	2.298764280914047e+01	2.743705726282813e+05	8.875045465518517e+04	2.636067633835718e+02	-2.770114144904751e-01	9.192260507088182e-01	
49	4.960500001910000e-01	-5.311153541819326e-02	1.157344511652318e+00	3.505753281046464e+02	2.244540457131766e+01	2.711423641577435e+05	8.713108190868859e+04	2.622652771226909e+02	-3.126854466557270e-01	9.349486225648183e-01	
50	4.802699983120000e-01	-5.407492053959814e-02	1.151900668351400e+00	3.507848311743096e+02	2.030930556505280e+01	2.699275285006873e+05	8.653470720032629e+04	2.617011575325315e+02	-3.258233054808103e-01	9.405909066016716e-01	
51	4.645099937920000e-01	-5.497835513414191e-02	1.148722412391856e+00	3.512483078942993e+02	1.929163275975484e+01	2.694149482222305e+05	8.622073222864199e+04	2.614730648778586e+02	-3.327400288004917e-01	9.446933760504413e-01	
52	4.487800002100000e-01	-5.581859897363720e-02	1.144541067124923e+00	3.513056797313495e+02	1.808850030160979e+01	2.685633828351756e+05	8.580221037249018e+04	2.611544563862871e+02	-3.419598716010586e-01	9.487049228988615e-01	
53	4.331099987030000e-01	-5.659141825851464e-02	1.145573983079195e+00	3.514576691960941e+02	1.590803384089304e+01	2.688102729794674e+05	8.591475691848602e+04	2.612612311626920e+02	-3.394805232789199e-01	9.477809518947152e-01	
54	4.174999892710000e-01	-5.729416860686566e-02	1.130914858344069e+00	3.521708128074097e+02	1.463444392899751e+01	2.658278650817123e+05	8.435982831130356e+04	2.598580184943047e+02	-3.737348808796050e-01	9.644532766433133e-01	
55	4.019699990750000e-01	-5.792324246601335e-02	1.106502885276195e+00	3.516203109359458e+02	1.377690256466347e+01	2.605818781798361e+05	8.185112936119553e+04	2.576929105059772e+02	-4.290003577333470e-01	9.882217855973953e-01	
56	3.865399956700000e-01	-5.847520956655861e-02	1.113969384484093e+00	3.522891700724396e+02	1.137535054079246e+01	2.621626974131995e+05	8.255978769234385e+04	2.581818197947411e+02	-4.133889426627576e-01	9.822920971213869e-01	
57	3.712300062180000e-01	-5.894684318665333e-02	1.125021972002028e+00	3.521671904779620e+02	9.424637250943057e+00	2.645254468223486e+05	8.374651118730151e+04	2.593200308536959e+02	-3.872459732803409e-01	9.700105883049736e-01	
58	3.560400009160000e-01	-5.933561549045978e-02	1.123270920251358e+00	3.515302733250618e+02	7.399163598404112e+00	2.641114335177997e+05	8.363238054125560e+04	2.593703262770072e+02	-3.897602185934669e-01	9.695392816755735e-01	
59	3.409900069240000e-01	-5.963847719943702e-02	1.071395393868234e+00	3.519883912693488e+02	6.287917325669182e+00	2.534167052778805e+05	7.823136415067177e+04	2.543674133288155e+02	-5.087421101064518e-01	1.027704525611012e+00	
60	3.261100053790000e-01	-5.985254444802346e-02	1.025343204190058e+00	3.510441039559284e+02	4.309497131803919e+00	2.438672093681286e+05	7.350604860364539e+04	2.497377331748430e+02	-6.128386247478631e-01	1.080772338650307e+00	
61	3.113999962810000e-01	-5.997565198183213e-02	1.011515356676876e+00	3.502176734639228e+02	1.543030394347606e+00	2.409987581304488e+05	7.214781019786194e+04	2.484740385704935e+02	-6.427599882392684e-01	1.095671685561729e+00	
62	2.968699932100000e-01	-6.000550062925582e-02	1.016177503959946e+00	3.507037583237123e+02	-5.220780690274803e-01	2.419926726261781e+05	7.258999928390120e+04	2.488499518864576e+02	-6.330187673173927e-01	1.091323982519582e+00	
63	2.825500071050000e-01	-5.994005483718394e-02	1.015685218816173e+00	3.504638243525228e+02	-3.368504873456470e+00	2.418639307807091e+05	7.255771632516004e+04	2.488598404668552e+02	-6.337299459580195e-01	1.091133447395269e+00	
64	2.684499919410000e-01	-5.977765596976551e-02	1.019930760919696e+00	3.506650879396439e+02	-5.271019716531839e+00	2.427520637612649e+05	7.298275940408483e+04	2.492756943566060e+02	-6.243664436377631e-01	1.086380808830139e+00	
65	2.545700073240000e-01	-5.951657836311273e-02	1.023577372298156e+00	3.507465444392512e+02	-7.914177380470145e+00	2.435095773946959e+05	7.335371496843816e+04	2.496501217040229e+02	-6.161944642320026e-01	1.082102786168464e+00	
66	2.409400045870000e-01	-5.915585896897953e-02	1.027960694678618e+00	3.508412350468013e+02	-1.068157731750145e+01	2.444218788436610e+05	7.379824975837194e+04	2.500920566811767e+02	-6.064015685389142e-01	1.077051614311417e+00	
67	2.275699973110000e-01	-5.869456802648413e-02	1.032864106652507e+00	3.509159217343057e+02	-1.356616452504975e+01	2.454429752386053e+05	7.429679302244177e+04	2.505862448107571e+02	-5.954188911555424e-01	1.071412532708512e+00	
68	2.144699990750000e-01	-5.813197420944613e-02	1.038444080917805e+00	3.509620703749126e+02	-1.661186259235841e+01	2.466029381630323e+05	7.486515668335077e+04	2.511464061807728e+02	-5.828981027424400e-01	1.065002632202806e+00	
69	2.016600072380000e-01	-5.746811193675738e-02	1.044519718827114e+00	3.509687956111380e+02	-1.980696522418613e+01	2.478649134936599e+05	7.548505998097596e+04	2.517530302111762e+02	-5.692419199848444e-01	1.058049927640361e+00	
70	1.891400069000000e-01	-5.670228146432130e-02	1.051307071070795e+00	3.509200458681703e+02	-2.317052377342889e+01	2.492717576696665e+05	7.617956392908400e+04	2.524289972751397e+02	-5.539423194220329e-01	1.050279193808449e+00	
71	1.769299954180000e-01	-5.583513598033686e-02	1.058912913160715e+00	3.508015445486602e+02	-2.672253028577129e+01	2.508444306308292e+05	7.695986916998183e+04	2.531829300586483e+02	-5.367525560876019e-01	1.041577526673663e+00	
72	1.650400012730000e-01	-5.486709202536137e-02	1.066968131846691e+00	3.506017528964857e+02	-3.044825703864726e+01	2.525097240176536e+05	7.778882220360963e+04	2.539779965782059e+02	-5.184911043933587e-01	1.032398490432543e+00	
73	1.534900069240000e-01	-5.379977779145956e-02	1.075669028899867e+00	3.502903820564103e+02	-3.438981705559100e+01	2.543032007877924e+05	7.868705548388863e+04	2.548325939454861e+02	-4.987034409280464e-01	1.022483098893579e+00	
74	1.422899961470000e-01	-5.263443049277360e-02	1.085093880755629e+00	3.498544503450016e+02	-3.855126457496154e+01	2.562437283166165e+05	7.966364466625212e+04	2.557544522393577e+02	-4.771896332026514e-01	1.011766832931023e+00	
75	1.314399987460000e-01	-5.137133628795417e-02	1.095151350490094e+00	3.492669189904174e+02	-4.294231632150274e+01	2.583114394492870e+05	8.071008999622948e+04	2.567343821899249e+02	-4.541369268745047e-01	1.000346431113479e+00	
76	1.209499984980000e-01	-5.001187382363489e-02	1.105939272741123e+00	3.484863312730413e+02	-4.760117953492556e+01	2.605232186097646e+05	8.183760783610199e+04	2.577816451665174e+02	-4.292982306734431e-01	9.880838860264688e-01	
77	1.108499988910000e-01	-4.856066993422563e-02	1.117535404725170e+00	3.474842068435542e+02	-5.253726364826581e+01	2.628958499263158e+05	8.305515871020380e+04	2.589021558827170e+02	-4.024761483952847e-01	9.749112247003777e-01	
78	1.011300012470000e-01	-4.701715290498424e-02	1.129862466216483e+00	3.462094824247796e+02	-5.777893968378594e+01	2.654107891733614e+05	8.435645581461933e+04	2.600896608892958e+02	-3.738091754207788e-01	9.608782117055584e-01	
79	9.181000292300000e-02	-4.538527151431038e-02	1.142996251156311e+00	3.446133280060149e+02	-6.336145082829899e+01	2.680825940765157e+05	8.575037411946263e+04	2.613494333560427e+02	-3.431018002656181e-01	9.459039424883137e-01	
80	8.290000259900000e-02	-4.366791468532204e-02	1.157133072137656e+00	3.426252354407834e+02	-6.931818800509915e+01	2.709499424917105e+05	8.725931834617667e+04	2.626992633522097e+02	-3.098604572852411e-01	9.297556048814200e-01	
81	7.440000027400000e-02	-4.186607976498817e-02	1.172307525865493e+00	3.401689763996873e+02	-7.568659076562683e+01	2.740181227609960e+05	8.888855714908143e+04	2.641402891978752e+02	-2.739690804632936e-01	9.123872814761058e-01	
82	6.633000075800000e-02	-3.998513962421356e-02	1.188666481467085e+00	3.371422704732739e+02	-8.251008629482392e+01	2.773150794389148e+05	9.065578326455168e+04	2.656842705508287e+02	-2.350379070055762e-01	8.936197603044091e-01	
83	5.869000032500000e-02	-3.802635805630503e-02	1.206367056487492e+00	3.334052012128755e+02	-8.981840628777348e+01	2.808689272297770e+05	9.258138552358383e+04	2.673465304140169e+02	-1.926177804011176e-01	8.732137754040610e-01	
84	5.149000138000000e-02	-3.599337852580232e-02	1.225817932787362e+00	3.287745595198941e+02	-9.761176511448521e+01	2.847587682039956e+05	9.471293019339876e+04	2.691619386732074e+02	-1.456608377965449e-01	8.506685273942699e-01	
85	4.473999887700000e-02	-3.389028465845557e-02	1.247045739155765e+00	3.230657663642612e+02	-1.059862994475114e+02	2.889883515954973e+05	9.705478812480546e+04	2.711221053761028e+02	-9.407079137135052e-02	8.259881893188610e-01	
86	3.844000026600000e-02	-3.171811260404538e-02	1.270293821151298e+00	3.159543945533503e+02	-1.149060242840308e+02	2.935971673091339e+05	9.964289374448871e+04	2.732577519419892e+02	-3.705602233599643e-02	7.986540344515123e-01	
87	3.260000050100000e-02	-2.948109446637338e-02	1.295982893237824e+00	3.070464275757301e+02	-1.243233501641415e+02	2.986621247105572e+05	1.025303973300074e+05	2.756028578925690e+02	2.655434532637735e-02	7.680336441307211e-01	
88	2.723000012300000e-02	-2.718419978786347e-02	1.324643553395399e+00	2.958215735303912e+02	-1.340707766649844e+02	3.042798517751070e+05	1.057853352090893e+05	2.781997796168181e+02	9.825912042863438e-02	7.332800380613174e-01	
89	2.232000045500000e-02	-2.482329437156798e-02	1.356540604654320e+00	2.816793701168905e+02	-1.436710069782120e+02	3.104863868073088e+05	1.094534366977745e+05	2.810780616335849e+02	1.790656986397754e-01	6.935399691897298e-01	
90	1.789999939500000e-02	-2.241364555514381e-02	1.392913307917675e+00	2.641226271887016e+02	-1.522819984119990e+02	3.175332117061919e+05	1.136670744474163e+05	2.842764870137729e+02	2.718901882075073e-01	6.475638911769039e-01	
91	1.394999958600000e-02	-1.994492353858276e-02	1.435142154071196e+00	2.427513328321008e+02	-1.592011068965462e+02	3.257270379535959e+05	1.185465845782494e+05	2.877560546684196e+02	3.793835381694653e-01	5.948243605288636e-01	
92	1.049000024800000e-02	-1.742916196961543e-02	1.483853920882036e+00	2.167533710199371e+02	-1.650272930270873e+02	3.352556235517492e+05	1.240991041989329e+05	2.913451838569431e+02	5.017029757263781e-01	5.365435123304765e-01	
93	7.519999985000000e-03	-1.486756313872443e-02	1.537469585206721e+00	1.840650534932094e+02	-1.700718589582383e+02	3.458031185372583e+05	1.301514102056001e+05	2.948985860516885e+02	6.350324760671131e-01	4.734817528835474e-01	
94	5.040000193000000e-03	-1.226032473458219e-02	1.593521815839359e+00	1.438443713989023e+02	-1.674892054248787e+02	3.567340473091272e+05	1.365758693412484e+05	2.985700943810449e+02	7.765603376081286e-01	3.999722356842999e-01	
95	3.049999941000000e-03	-9.605565346412577e-03	1.651763822548302e+00	9.926713628740778e+01	-1.487435527868309e+02	3.680126422057482e+05	1.433330010343856e+05	3.022933472347165e+02	9.254168216309266e-01	3.106123316141890e-01	
96	1.560000004000000e-03	-6.917517506923035e-03	1.705177109611481e+00	5.606879089671889e+01	-1.098844508648152e+02	3.783425339457348e+05	1.495520609456668e+05	3.055295733584371e+02	1.062419833317182e+00	2.064610496738690e-01	
97	5.600000150000000e-04	-4.173159738460802e-03	1.740218230293588e+00	2.659439462095634e+01	-5.139952780254572e+01	3.851155529475446e+05	1.536613070084525e+05	3.076034161001675e+02	1.152944622335583e+00	9.458465254959525e-02	
98	5.999999800000000e-05	-1.375329724321098e-03	1.760971269337090e+00	1.768515013618258e+01	1.820763926682539e+01	3.895476630599942e+05	1.557458916664015e+05	3.081021112965004e+02	1.198867057611678e+00	4.096281270585533e-02	
99	0.000000000000000e+00	0.000000000000000e+00	1.741786158001387e+00	1.720992171653327e+01	5.417989930463800e+01	3.854905724489395e+05	1.538251566892944e+05	3.076542200066010e+02	1.156554154975467e+00	9.281893127941401e-02	
100	5.999999800000000e-05	1.375329724321098e-03	1.722415432630654e+00	2.190028389740162e+01	9.044171511658379e+01	3.816246226754596e+05	1.516443626928595e+05	3.067034826727578e+02	1.108512272497875e+00	1.538848780491803e-01	
101	5.600000150000000e-04	4.173159738460802e-03	1.683537097884987e+00	4.876824379410873e+01	1.548062170094476e+02	3.745214757963492e+05	1.466790713479589e+05	3.035119578461579e+02	9.991292020892563e-01	2.760423415817819e-01	
102	1.560000004000000e-03	6.917517506923035e-03	1.602060981096021e+00	9.392404640317405e+01	2.012519111001089e+02	3.586584274280409e+05	1.373057953487893e+05	2.985658766542794e+02	7.926402697470415e-01	4.002040021195749e-01	
103	3.049999941000000e-03	9.605565346412577e-03	1.521063187501317e+00	1.426804055731646e+02	2.206414825787467e+02	3.428324926259867e+05	1.280550885800063e+05	2.932783001578371e+02	5.888514808256303e-01	5.031708387820283e-01	
104	5.040000193000000e-03	1.226032473458219e-02	1.441791655604003e+00	1.881852797318264e+02	2.178486287373637e+02	3.270279812972653e+05	1.193155337351440e+05	2.882868454248680e+02	3.963231322288596e-01	5.865964392790776e-01	
105	7.519999985000000e-03	1.486756313872443e-02	1.369003724823116e+00	2.240373354873599e+02	2.069048072516530e+02	3.124322479600249e+05	1.113860366693537e+05	2.834369504595556e+02	2.216399816131287e-01	6.600323152103260e-01	
106	1.049000024800000e-02	1.742916196961543e-02	1.307446789257070e+00	2.519109099410018e+02	1.961049516825925e+02	3.002448752876659e+05	1.045078305845197e+05	2.784550861742708e+02	7.011628477405882e-02	7.299133224793712e-01	
107	1.394999958600000e-02	1.994492353858276e-02	1.256646185596374e+00	2.740487249206171e+02	1.837156390103077e+02	2.902446946422915e+05	9.877332924565855e+04	2.738148641494568e+02	-5.621212581380308e-02	7.914657067425456e-01	
108	1.789999939500000e-02	2.241364555514381e-02	1.214252671662599e+00	2.912218803100962e+02	1.700168201475072e+02	2.818748761311424e+05	9.401976268211195e+04	2.697369411473331e+02	-1.609309972746830e-01	8.434949263000249e-01	
109	2.232000045500000e-02	2.482329437156798e-02	1.177656240620927e+00	3.041879654182381e+02	1.559877400636959e+02	2.745800607875619e+05	8.998540196046568e+04	2.661851776753508e+02	-2.498060968844577e-01	8.875202212686759e-01	
110	2.723000012300000e-02	2.718419978786347e-02	1.146144005673130e+00	3.139281518298429e+02	1.426339061478720e+02	2.682550984368594e+05	8.655502763698681e+04	2.630773492572201e+02	-3.253756556654063e-01	9.252361887038549e-01	
111	3.260000050100000e-02	2.948109446637338e-02	1.118249873386254e+00	3.212709339489821e+02	1.303062189089379e+02	2.626226955240645e+05	8.355214330315003e+04	2.602849651401954e+02	-3.915278078154181e-01	9.585846218569957e-01	
112	3.844000026600000e-02	3.171811260404538e-02	1.093932785960091e+00	3.267859953137883e+02	1.189417401582915e+02	2.576837643445135e+05	8.096314834889761e+04	2.578262277703049e+02	-4.485621684797502e-01	9.875865614290047e-01	
113	4.473999887700000e-02	3.389028465845557e-02	1.071871198540464e+00	3.309460424185935e+02	1.085769340177319e+02	2.531807230039760e+05	7.863631693954802e+04	2.555706092313450e+02	-4.998211875782483e-01	1.013932347701422e+00	
114	5.149000138000000e-02	3.599337852580232e-02	1.052072976498101e+00	3.340344648575240e+02	9.915624512350591e+01	2.491203145866602e+05	7.656779065415781e+04	2.535307234215358e+02	-5.453898643386332e-01	1.037573765179172e+00	
115	5.869000032500000e-02	3.802635805630503e-02	1.034262681918216e+00	3.363092862307181e+02	9.054908410475954e+01	2.454518917502720e+05	7.472383907986771e+04	2.516857730155388e+02	-5.860112641458770e-01	1.058831535122179e+00	
116	6.633000075800000e-02	3.998513962421356e-02	1.018077940642744e+00	3.379394317988121e+02	8.266961246243210e+01	2.421008962851446e+05	7.306274394109538e+04	2.500030438929001e+02	-6.226044213039859e-01	1.078095259911001e+00	
117	7.440000027400000e-02	4.186607976498817e-02	1.002956341919296e+00	3.390699283556935e+02	7.541311187222321e+01	2.389581708870212e+05	7.152328713439037e+04	2.484252768093174e+02	-6.565179423004482e-01	1.096086663003999e+00	
118	8.290000259900000e-02	4.366791468532204e-02	9.888902181978972e-01	3.398153439069730e+02	6.871739713842025e+01	2.360267595130513e+05	7.010132215451842e+04	2.469496832263702e+02	-6.878431727265863e-01	1.112871026569388e+00	
